Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Reds,2.0,673.6802321,132336.68099999998,Below_30,50661.78843,No,743.7510906,No,Male,After_16:00,0.6646559989999999,0.058489212,3867.0,422.3186086,35.98539084,6737.7898430000005,200.7997185,35.67595116,20.55039193,8.133,57821.557720000004,No,347292.4787,3.102078591,589.3152626,8.327243918999999,224.5600774,40.0,Foreign_Affairs,6.0,161.2276017,1.0,Car,Industry_or_other,Yes,1.0,609.4656332000001
Blues,10.0,1713.597555,246862.3363,30-45,326849.7081,Yes,1207.048291,Yes,Female,By_16:00,0.214436817,0.23443181300000002,5915.0,984.5798139000001,68.80974527,,127.8103497,43.53216735,31.37801482,8.085,98888.06617,Maybe,186781.7806,3.9539402160000003,432.1825779,30.89738181,571.1991849999999,70.0,Social,9.0,492.4304787,2.0,Motorcycle_or_truck,Industry_or_other,No,1.0,555.4164015
Khakis,3.0,889.5169553999999,94893.21094,45_and_up,88222.1072,No,568.0128416,Yes,Male,By_16:00,0.279428661,0.505201922,9083.0,381.01260210000004,47.54339505,3962.409762,312.4184355,27.33025888,19.5195441,0.917,44804.154010000006,Maybe,102424.6132,1.916048084,320.0384558,66.79748283,296.5056518,70.0,Social,7.0,243.9173345,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,386.1953084
Greys,7.0,645.8561225999999,123384.8908,45_and_up,46573.07772,No,854.0402958999999,No,Male,By_16:00,0.327674153,0.472315825,5138.0,626.0056056,51.44504772,6983.236163,708.5762096,15.36446798,25.02010403,6.862,70556.38893,Yes,328469.3945,7.037604793,,63.27721195,215.2853742,30.0,Military,5.0,149.4550136,1.0,Car,Student_or_Unemployed,No,1.0,466.64600260000003
Turquoises,6.0,353.75603019999994,48869.76068,45_and_up,14032.733,Yes,635.9187699,Yes,Female,After_16:00,0.613413133,0.11197441699999999,8832.0,366.217112,10.03091855,4876.795579,400.4991211,3.156731231,19.13679994,1.168,48527.25202,No,171757.3104,8.211203632,414.4361355,89.34755258,117.9186767,90.0,Environment,12.0,161.56938,4.0,Car,Public_Sector,Yes,1.0,529.7595111
Blues,6.0,1655.98775,43704.17664,30-45,305261.488,Yes,1113.228732,Yes,Male,By_16:00,0.941298218,0.6061701589999999,5972.0,693.1681384,61.78009897,2178.084464,756.8332956,62.82616539,26.32808649,8.027999999999999,78946.57957999999,Maybe,6268.651917,0.380146925,79.1748187,93.11754419,551.9959167999999,70.0,,12.0,654.7538102999999,0.0,Public_or_other,Services_or_Retail,Yes,0.0,962.9198518
Turquoises,3.0,171.62182909999999,22507.40395,Below_30,3339.879747,No,581.4548709,Yes,Male,After_16:00,0.507854107,0.9292278959999999,5981.0,320.60905319999995,89.57210626,4575.578449000001,468.5706277,59.55238724,17.90555928,4.019,44001.04034,Yes,154791.9131,2.615166148,393.4360343,53.84798665,57.20727638,60.0,Financial,9.0,208.7768518,4.0,Public_or_other,Hightech,Yes,1.0,507.12623909999996
Browns,1.0,429.387772,121047.2285,Below_30,20639.113559999998,Yes,1163.043768,No,Female,After_16:00,0.048660654000000005,0.00101931,4970.0,668.5264808999999,32.81885425,9794.249679,736.6452413,79.05263077,25.85587904,11.03,89792.0594,No,715241.7632,7.970550579,845.7196717,66.9583956,143.1292573,90.0,Environment,15.0,594.7037402000001,2.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,953.5959352
Khakis,2.0,126.5417916,20183.79817,45_and_up,1831.3833789999999,Yes,701.0095011,Yes,Female,After_16:00,0.390704069,0.6984982190000001,6590.0,467.46089220000005,35.71733127,5720.012443,342.46290960000005,45.1795982,21.62084393,3.41,56223.93991,Yes,228970.9261,8.2128987,478.5090658,41.70360952,42.18059722,100.0,Education,10.0,52.47414228,2.0,Public_or_other,Hightech,No,0.0,464.88758310000003
Browns,8.0,331.1404557,37113.58376,30-45,12304.15809,No,481.92139180000004,Yes,Female,After_16:00,0.282125765,0.107979775,7994.0,474.5476933,85.36972287,4311.4375390000005,686.6500883,9.094475373,21.78411562,8.006,44655.22925,No,113053.4475,6.423060796000001,336.2342153,52.51316489,,70.0,Social,12.0,486.67810260000005,4.0,Car,Services_or_Retail,No,2.0,
Yellows,6.0,930.8688176,171660.0191,Below_30,96599.92912,No,776.7143014,No,Female,After_16:00,0.282251384,0.09891487,5976.0,584.7594862999999,16.20469182,6701.770646,193.5531353,34.19507069,24.18180072,8.024,65160.56611,Yes,306058.0858,6.430386498,553.2251673,63.94207615,310.28960589999997,70.0,Social,12.0,148.55809340000002,1.0,Public_or_other,Hightech,No,0.0,390.21649410000003
Khakis,3.0,758.9723161000001,132594.5075,30-45,64267.3215,Yes,715.6861744,No,Female,After_16:00,0.64790232,0.693610252,4884.0,481.0838125,37.43766772,6203.248415999999,135.7535312,63.12774646,21.93362288,5.1160000000000005,57990.339360000005,Yes,274689.2785,8.389971412000001,524.1080791,64.28444972,252.99077200000002,90.0,Environment,9.0,49.91384413,2.0,Car,Services_or_Retail,No,3.0,
Purples,2.0,199.3471323,9201.671734,30-45,4491.924507,Yes,99.33605337,Yes,Male,After_16:00,0.149299508,0.555358041,5252.0,28.24527535,13.77598459,1441.261672,862.7402047,62.93576723,5.31462843,10.748,7376.842275,Maybe,,9.415299851,138.4771122,2.652895357,66.44904411,70.0,Social,12.0,705.3712452000001,3.0,Car,Student_or_Unemployed,No,0.0,120.13518870000001
Khakis,8.0,,160733.0706,45_and_up,107720.1168,Yes,709.84684,Yes,Male,By_16:00,0.057888734000000004,0.431166262,7128.0,477.5701062,61.59833684,5860.136004999999,593.0955706,31.66203969,21.85337746,2.872,57169.355520000005,No,240589.8372,0.572142645,490.49957919999997,52.24347785,327.6925758,80.0,Healthcare,7.0,45.16440677,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,461.96757289999994
Purples,9.0,271.6175917,27799.80334,30-45,8297.885436,No,116.39228270000001,Yes,Female,By_16:00,0.639036809,0.651917489,6922.0,71.71879076,27.243675899999996,3213.909177,187.1883576,69.34748003,8.46869475,9.078,11929.775109999999,No,94277.95817,5.262149111,307.0471595,64.18918532,90.53919725,60.0,Financial,8.0,655.8673584,2.0,Car,Hightech,Yes,0.0,42.28131016
Khakis,7.0,194.8135302,33383.35007,30-45,4291.861351,No,707.5719033,No,Female,After_16:00,0.237315622,0.836376109,7921.0,464.68809060000007,24.63510931,6070.192124,497.4813156,28.9488527,21.55662521,2.079,56859.87962000001,Yes,264279.8856,4.945095081,514.0815943,92.79659570000001,,90.0,Environment,9.0,45.01739884,2.0,Foot_or_bicycle,Public_Sector,No,3.0,475.88892460000005
Yellows,7.0,-275.5215816,-47604.42402,Below_30,8352.84191,No,660.4378239,No,Male,By_16:00,0.184838581,0.43953318700000005,8965.0,347.7760815,79.52285046,5878.930947,319.27655610000005,48.3453721,18.64875549,,50231.68634,Maybe,268674.1562,5.630506848,518.3378784,26.57869572,-91.8405272,80.0,Healthcare,13.0,178.4036675,1.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,591.2111256000001
Pinks,5.0,158.55081859999999,19871.24422,Below_30,2856.001613,No,,Yes,Female,By_16:00,0.139099893,0.40935814299999995,6799.0,399.0130115,0.792821497,4557.939293,462.6457402,58.06721125,19.97531005,3.201,51365.21663,Maybe,141369.478,9.833870342,375.991327,13.98307616,52.85027285,,Education,11.0,173.5849501,2.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,567.4923112
Khakis,2.0,258.7233996,43781.08325,30-45,,Yes,714.8294359,No,Female,By_16:00,0.551295161,0.362377059,8722.0,473.9244443,77.35673001,6024.438402000001,39.21123268,27.75788705,21.76980579,1.278,57470.6086,Yes,257717.6109,3.57832425,507.6589514,52.36204281,86.24113321,60.0,Financial,5.0,36.88419754,3.0,Foot_or_bicycle,Hightech,Yes,0.0,475.0630818
Purples,3.0,337.7108491,94522.45882,Below_30,12794.63891,Yes,1392.228534,No,Male,By_16:00,0.13854245699999998,0.663557971,7600.0,984.8170460000001,48.68763047,10366.38466,645.2259743,34.62258463,31.38179482,,112468.4213,Maybe,705054.2013,0.577860402,839.675057,70.72412125,112.570283,90.0,Environment,12.0,684.5878177,0.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,
Browns,7.0,655.0397777000001,83856.67966000001,Below_30,47903.58107,No,513.6188718000001,Yes,Female,After_16:00,0.631913187,0.272369134,6139.0,399.6711392,50.062489,4639.873,79.78630159,56.63320096,19.99177679,9.861,43816.03217,No,147496.7622,4.065994669,384.0530721,11.92183546,218.3465926,100.0,Education,13.0,309.6131561,1.0,Car,Hightech,No,0.0,231.01907859999997
Yellows,,914.0361707000001,154579.0697,30-45,93143.80333,No,539.8717123,No,Female,After_16:00,0.144032178,0.29005426300000003,5189.0,346.67714110000003,37.09620161,5766.864762,,3.636351996,18.61926801,8.811,44506.98941,Yes,257405.0859,5.386885928,507.35104800000005,61.40534568,304.6787236,60.0,Financial,11.0,211.66891189999998,2.0,Foot_or_bicycle,Services_or_Retail,Yes,2.0,354.25436099999996
Browns,4.0,419.1375883,104666.0725,Below_30,19669.30341,Yes,1208.976792,No,Female,By_16:00,0.078926778,0.473845401,7776.0,728.5363537000001,13.05514604,8948.603561,381.64040869999997,53.28675844,26.99141259,8.224,93023.93396000001,No,561230.3454,6.745896901,749.1530853999999,87.3214796,139.7125294,100.0,Education,12.0,568.2724409,3.0,Foot_or_bicycle,Industry_or_other,,1.0,956.7575311
Greys,7.0,310.5938273,69413.15818,45_and_up,10832.25634,No,742.6896535,No,Female,By_16:00,0.042978904000000005,0.09583869699999999,7510.0,490.0983456999999,2.669296227,7684.75603,711.6684730000001,41.59229284,22.13816491,4.49,61395.17378,Yes,449511.1593,5.141858542,670.4559339,78.54863373,103.53127579999999,30.0,Military,8.0,173.514819,3.0,Car,Student_or_Unemployed,Yes,0.0,469.111098
Turquoises,2.0,380.0454167,43566.838939999994,30-45,16184.961669999999,Yes,593.7825774,Yes,Male,After_16:00,0.657819279,0.046967315,8628.0,372.18163250000003,72.48570696,4183.439519,16.58802968,42.21899717,19.29200955,1.3719999999999999,45944.664130000005,Maybe,118272.4548,4.451809572,343.9076254,77.03462183,126.68180559999999,80.0,Healthcare,12.0,208.1297732,4.0,Motorcycle_or_truck,Hightech,No,,448.8566914
Turquoises,6.0,102.827422,12998.55655,Below_30,1219.106777,Yes,603.6773877999999,Yes,Female,After_16:00,,0.6541514979999999,5698.0,361.04883789999997,34.184588399999996,4514.439141,705.6206649000001,94.47631901,19.00128516,4.302,46408.1484,Yes,143818.5379,2.9734672069999997,379.2341465,69.85844041,34.27580735,90.0,Environment,12.0,185.0125396,3.0,Motorcycle_or_truck,Public_Sector,No,0.0,481.6200382
Purples,7.0,133.5007207,13618.04535,30-45,2034.771623,No,79.28734989,Yes,Female,By_16:00,0.262012566,0.629554177,3729.0,19.57108543,83.44332601,3099.360559,579.5074897000001,43.11600719,4.423921952,12.270999999999999,8197.332794,Yes,93649.36582,,306.0218388,90.89170166,,60.0,Financial,10.0,678.350032,1.0,Car,Services_or_Retail,Yes,2.0,62.14237824
Turquoises,9.0,74.83457488,9638.310331,45_and_up,657.1908136,No,597.809216,Yes,Female,After_16:00,0.37201718799999994,0.213776618,5796.0,366.2597702,39.71281047,4596.366036,437.52413939999997,82.71412251,,4.204,46428.02072,No,149293.0974,0.8235582990000001,386.38464960000005,92.64254682,24.94485829,70.0,Social,9.0,180.19389919999998,2.0,Foot_or_bicycle,Services_or_Retail,Yes,1.0,459.0739157
Violets,6.0,249.3624338,11282.44601,30-45,7002.190076000001,No,152.9423518,Yes,Male,After_16:00,0.597827109,0.545030925,3110.0,7.163687385,,1371.682511,200.7339997,64.08937683,2.676506564,12.89,8994.986885,No,18424.12966,7.963015414,135.7355136,35.77137091,83.12081126,80.0,Healthcare,10.0,656.0531722000001,1.0,Public_or_other,Public_Sector,No,1.0,265.8429636
Browns,2.0,189.68097880000002,47144.5804,45_and_up,4070.879629,No,1070.085364,No,Female,After_16:00,0.18392354100000002,0.12430514,7122.0,589.3757717,52.5978321,8635.152396,491.68001510000005,77.72293705,24.27706267,8.878,81219.76858999999,No,555979.1367,,745.6400852,62.33862776,63.22699294,70.0,Social,9.0,503.35886270000003,1.0,Public_or_other,Student_or_Unemployed,Yes,1.0,930.1663221000001
Purples,4.0,885.1984994999999,46284.53862,Below_30,87369.10877,No,113.82813610000001,Yes,Female,By_16:00,0.118054517,0.564063312,3253.0,98.04091307,69.26865429,1764.697407,861.3254013000001,17.82258833,9.901561143,12.747,10965.55683,Maybe,24605.54841,0.566480425,156.8615581,27.07379458,295.0661665,100.0,Education,15.0,714.0708854,1.0,Car,Industry_or_other,Yes,0.0,19.81031711
Browns,7.0,430.091346,49265.5641,Below_30,20706.53777,No,492.2878819,Yes,Female,After_16:00,0.016806711999999998,0.8723875,8372.0,404.8878608,23.06233249,4246.178097,901.7399872999999,24.02662453,,7.627999999999999,42535.052939999994,Maybe,118088.6128,8.893210685,343.6402375,24.44840872,143.36378200000001,60.0,Financial,8.0,362.5364367,3.0,,Student_or_Unemployed,Yes,,187.0495669
Browns,3.0,535.4463654,33425.48891,Below_30,32044.34992,No,275.83621039999997,Yes,Male,After_16:00,0.700531345,0.097787943,4926.0,224.35951150000002,14.61082278,2321.483005,724.4106102999999,52.28427814,14.97863517,11.074000000000002,23670.97016,Yes,35072.44931,2.59401317,187.2763982,84.82237062,178.48212180000002,100.0,Education,16.0,570.6007807999999,1.0,Car,Services_or_Retail,No,,110.37002040000002
Reds,4.0,634.4444097999999,101588.9528,Below_30,44945.89359,No,695.9059366,Yes,Male,By_16:00,0.11275960300000001,0.7482175,6955.0,420.10599019999995,80.48079328,5643.893021,737.7767107000001,74.28756519,20.49648726,5.045,54184.3288,Yes,230753.5154,5.343174363999999,480.36810410000004,33.25491522,211.4814699,50.0,Other,10.0,91.28234512,2.0,Foot_or_bicycle,Public_Sector,No,1.0,539.5474701
Pinks,3.0,188.84208069999997,17728.51557,Below_30,4035.317522,Yes,612.4969404,Yes,Male,By_16:00,0.327348725,0.034822332000000004,9431.0,402.4052572,84.68579676,3621.2138549999995,318.3017776,70.46204044,20.06004131,0.569,47200.042330000004,Maybe,,3.4545863839999997,281.640334,33.60329638,62.94736024,70.0,Social,8.0,245.5689707,3.0,Foot_or_bicycle,Public_Sector,Yes,1.0,444.3363512
Turquoises,3.0,204.9190144,26579.18555,Below_30,4744.062167,No,685.6997279,Yes,Male,By_16:00,0.770361353,0.044855247,7149.0,435.040687,1.191519853,4761.2554979999995,987.4350175000001,21.18819349,20.85762899,2.8510000000000004,53159.813910000004,Maybe,151412.3607,7.7836291420000006,389.1174125,37.91885113,68.30633813,70.0,Social,11.0,128.9378457,2.0,Public_or_other,Hightech,Yes,1.0,510.50273669999996
Browns,2.0,127.7255564,38697.07774,45_and_up,1865.2216039999998,Yes,1128.84173,No,Female,By_16:00,0.7779599840000001,0.69525018,6987.0,660.3810529,84.77660255,10409.87758,387.96535439999997,81.6284101,25.69788032,9.013,88687.93141,Maybe,826120.2019,6.415403166,908.9115479000001,74.98231695,42.57518548,90.0,Environment,13.0,585.5479399000001,2.0,Public_or_other,Services_or_Retail,No,1.0,887.2152552000001
Turquoises,5.0,237.7847068,31061.249760000002,45_and_up,6371.657881,No,658.038984,Yes,Male,By_16:00,0.086266434,0.476374576,3322.0,403.1988087,82.10219168,4725.226146,867.1195970000001,6.229584618,20.07981097,6.678,50692.61465,No,153572.1703,1.5150345680000001,391.88285279999997,74.06440347,79.26156895,60.0,Financial,11.0,145.61056399999998,2.0,Public_or_other,Public_Sector,Yes,1.0,511.94354169999997
Turquoises,3.0,299.514194,46737.35112,Below_30,10077.47722,Yes,762.9712569,Yes,Male,After_16:00,0.574400791,0.639885453,7033.0,450.0866181,69.91344632,5581.489053,968.2020091,21.09949279,21.21524495,2.967,58274.852889999995,Maybe,219147.1778,9.103555139,468.13158169999997,23.90339533,99.83806465,60.0,Financial,11.0,135.7574196,2.0,Foot_or_bicycle,Hightech,Yes,0.0,622.1602849
Turquoises,4.0,195.34544219999998,30434.70861,Below_30,4315.097569,Yes,600.3704153,Yes,,After_16:00,0.132856597,0.996505841,3978.0,379.1350389,53.67659545,5432.252987,46.79824645,4.4464345089999995,19.47139027,6.022,48047.39041,Maybe,218461.1624,8.681649046,467.39829100000003,57.87666645,65.11514741,90.0,Environment,12.0,146.0257785,1.0,Foot_or_bicycle,Public_Sector,No,0.0,424.8181023
Browns,7.0,44.91194922,4881.363886,45_and_up,249.0910034,No,469.5836205,Yes,Male,By_16:00,0.320936249,0.386299115,3955.0,418.8899414,35.01102668,4098.402481,607.9516537000001,67.40695515,20.46680096,12.045,41813.17031,Yes,106316.5973,2.002142933,326.06225980000005,85.54588100000001,14.97064974,70.0,Social,13.0,425.7569511,2.0,Car,Student_or_Unemployed,Yes,0.0,119.9528946
Khakis,5.0,315.79578419999996,31352.746989999996,45_and_up,11196.04052,Yes,508.8233095,Yes,Male,By_16:00,0.086660425,0.937820186,5556.0,327.09062289999997,57.353140599999996,3632.63269,880.2571218,33.05901526,18.08564687,4.444,39724.85007,Maybe,,7.416256207999999,297.8451445,31.745495899999998,105.2652614,70.0,Social,7.0,296.3831074,2.0,Foot_or_bicycle,,Yes,0.0,369.31446889999995
Browns,6.0,,139134.8589,30-45,41218.65383,No,919.1672497000002,No,Female,After_16:00,0.041645546,0.798541972,3040.0,525.0356295,9.444772545,7920.936527,380.485299,65.44559316,22.91365596,12.96,71067.94172,Maybe,472087.8953,5.968152431,687.0865267999999,80.89096101,202.4997631,60.0,Financial,11.0,317.94486939999996,2.0,Car,Industry_or_other,Yes,,755.8530609000001
Browns,9.0,407.45072969999995,40034.99862,Below_30,18592.049919999998,No,559.6552096,Yes,Female,After_16:00,0.719725675,0.220885472,7724.0,476.58208160000004,,3900.8824299999997,161.73123710000002,65.40646285,21.83075999,8.276,47795.378639999995,No,86890.42979,1.910773714,294.7718267,10.07043852,135.8169099,100.0,Education,13.0,362.17165760000006,3.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,202.5083068
Blues,8.0,1145.268701,82748.7573,45_and_up,146129.5781,No,491.9548594,Yes,Female,By_16:00,0.133791031,0.8280149059999999,3677.0,98.11458783,6.939432537,2363.810214,513.7070058999999,53.18641276,9.905280805,10.323,29104.94711,Yes,46984.07557,,216.75810380000001,16.80985587,381.7562335,100.0,Education,14.0,558.0398104,1.0,Car,Student_or_Unemployed,No,0.0,763.9518399
Yellows,6.0,-349.53560669999996,-64719.425429999996,45_and_up,13468.50373,Yes,877.0464814999999,No,Female,By_16:00,0.7774235420000001,0.18724922,6487.0,565.7327126,36.46368091,6686.215001,570.6542714,99.05814524,23.78513638,7.513,69069.31033,No,308552.4285,8.803308022000001,555.4749576,81.37889905,-116.5118689,80.0,Healthcare,10.0,151.46991640000002,3.0,Car,Student_or_Unemployed,No,0.0,624.6790887
Whites,4.0,389.8694148,59602.55029,Below_30,17028.64098,Yes,678.5625187,Yes,Male,By_16:00,0.795589423,0.924949105,7477.0,438.21119100000004,76.60798947,5462.769608,327.0036832,86.47044434,20.93349448,2.523,53815.898389999995,No,210345.8087,0.191570672,458.6347226,55.38901435,129.95647160000001,80.0,Healthcare,8.0,77.94654195,2.0,Public_or_other,Public_Sector,No,1.0,476.617949
Browns,4.0,236.34974300000002,51288.664469999996,45_and_up,6295.583359,Yes,,No,Female,By_16:00,0.925373815,0.23843036899999998,5891.0,643.1198443,67.27147966,,977.0497377,89.44321992,25.35980765,10.109,84030.31316,Maybe,423813.7295,8.435182487999999,651.0097767999999,73.81409381,78.78324766,80.0,Healthcare,10.0,482.5309836,0.0,Foot_or_bicycle,Hightech,Yes,1.0,935.3721483999999
Khakis,10.0,236.5390019,,30-45,6305.590712,No,602.324665,Yes,Male,By_16:00,0.342364977,0.007885871,7734.0,396.0208579,,4182.5962,975.5277466,88.30734633,19.90027281,2.266,47197.62727,No,114958.5971,1.7457617280000002,339.0554484,73.2784186,78.84633395,80.0,Healthcare,8.0,206.13273600000002,2.0,Foot_or_bicycle,Public_Sector,Yes,0.0,424.00069620000005
Whites,9.0,192.9437666,33749.507000000005,Below_30,4210.680929,No,635.5578473999999,No,Male,By_16:00,0.150584749,0.199816589,4294.0,388.83446319999996,81.17418855,6025.23524,663.9921481,,19.71888595,5.706,50751.65349,Maybe,275369.5222,7.761332609,524.7566314,18.06967182,64.31458886,90.0,Environment,,118.78087990000002,4.0,Public_or_other,Hightech,Yes,0.0,466.2623348
Reds,7.0,446.2815699,97772.77928,Below_30,22288.45382,No,768.2167966,No,Male,By_16:00,0.438502575,0.632902758,3609.0,456.5100456999999,39.77741033,7485.5150730000005,291.5709894,60.74148172,21.36609571,8.391,61109.15419,Yes,431976.9028,7.548836072,657.2494982000001,5.157213937,148.7605233,50.0,Other,8.0,183.17189419999997,2.0,Foot_or_bicycle,Public_Sector,No,1.0,583.2656114
Turquoises,1.0,161.56184109999998,17207.958459999998,45_and_up,2964.101559,No,626.7089883,Yes,Male,By_16:00,0.456553221,0.201427666,7255.0,384.2280208,7.989577227000001,3963.757296,786.7500382000001,62.02913921,19.60173515,2.745,47621.98862,Maybe,102099.5011,4.193506697,319.5301255,7.459977479,53.85394705,100.0,Education,13.0,214.4223179,4.0,Car,Industry_or_other,Yes,0.0,497.9015141
Browns,8.0,341.4635467,17044.803819999997,30-45,13079.082709999999,Yes,332.3148347,Yes,Female,After_16:00,0.6897887229999999,0.34709754299999995,5462.0,262.5503999,17.55629249,2022.607985,700.9404377999999,98.72732838,16.20340705,10.538,27277.83674,Yes,22425.27769,5.057845416,149.7507185,85.52392747,113.8211822,100.0,Education,14.0,541.5171713999999,1.0,Motorcycle_or_truck,Hightech,Yes,0.0,162.0888059
Greys,8.0,186.31186169999998,30892.258830000002,Below_30,3929.005043,No,849.6071800000001,Yes,Female,After_16:00,0.926108422,0.8805632940000001,7976.0,607.465413,42.57795201,6189.21296,704.2913424999999,20.97434539,24.64681345,4.024,68698.20507000001,Maybe,247434.8275,6.4576523120000004,497.42821339999995,99.14367329,62.1039539,30.0,Military,7.0,107.680107,2.0,Car,Hightech,No,0.0,506.2909739
Browns,6.0,352.73266160000003,4262.821439,45_and_up,13952.05873,No,102.03857909999999,Yes,Female,By_16:00,0.259514903,0.708075461,5423.0,71.37913594,93.29618262,505.31228830000003,805.0376691,92.55294711,8.448617398,10.577,7898.576267,Yes,1314.454148,1.5550180059999998,36.25540164,37.60428762,117.57755390000001,70.0,Social,9.0,764.9196797999999,1.0,Motorcycle_or_truck,Hightech,Yes,0.0,68.3436332
Purples,1.0,172.38648659999998,24483.63737,Below_30,3369.362247,Yes,385.75041969999995,Yes,Female,After_16:00,0.82976249,0.139765145,6843.0,209.3528513,60.04452941,,510.3000896000001,62.94695528,14.46903077,9.157,31108.965739999996,Maybe,181546.5288,7.772910895,426.0827722,65.73489902,57.462162199999995,80.0,Healthcare,13.0,355.3155599,2.0,Motorcycle_or_truck,Hightech,Yes,2.0,309.44915249999997
Whites,9.0,345.6495851,53987.93146,Below_30,13400.06494,No,694.7463822999999,Yes,Male,After_16:00,0.283633598,,7636.0,451.2825131,38.14275288,5588.3451159999995,26.79935168,38.65978899,21.24341105,2.364,55188.2059,No,219565.3505,6.655762022999999,468.578009,95.22922961,115.2165284,60.0,Financial,6.0,60.28284118,2.0,Public_or_other,Student_or_Unemployed,Yes,0.0,483.4686393
Khakis,10.0,508.27022400000004,55859.34047,30-45,28883.714589999996,No,620.5760245,Yes,Male,After_16:00,0.998370128,0.304881428,5750.0,421.0708881,36.13964401,4139.167915,813.6947213,63.90314263,20.52001189,4.25,48888.14582,Maybe,,1.179073423,329.7026139,99.26208577,169.423408,90.0,Environment,9.0,205.1169253,3.0,Foot_or_bicycle,Industry_or_other,No,0.0,417.2839275
Reds,3.0,137.9342361,28203.227430000003,45_and_up,2169.9617989999997,No,810.6284092999999,No,Female,By_16:00,0.039338885,0.49205738600000004,3611.0,471.07562249999995,26.42787367,7076.210831999999,410.269622,71.0294188,21.7042766,8.389,63078.659739999996,Yes,376266.8701,1.8445703709999999,613.4059586,5.795905157000001,45.97807869,50.0,Other,8.0,190.761086,,Public_or_other,Public_Sector,No,0.0,
Violets,7.0,285.0896588,473.83677769999997,Below_30,9135.709173000001,Yes,48.33377628,Yes,Male,After_16:00,0.10519586199999999,0.307162883,4420.0,7.604104769,46.20394371,65.07007892,317.6010041,66.90461172,2.757554128,11.58,2578.700871,Maybe,24.86206018,7.574187117,4.986186938,83.06539033,95.02988628,70.0,Social,10.0,813.7755627,5.0,Car,Services_or_Retail,Yes,0.0,81.98292658
Browns,4.0,866.1304526,1987.6882850000002,45_and_up,83652.26137000001,No,570.8095272999999,Yes,Female,After_16:00,0.033473594,0.838385605,8711.0,459.21779019999997,45.14249451,987.2827712000001,245.3283495,41.23358063,21.42936747,7.289,44068.41547,No,47.39935686,3.177295197,6.884719083999999,90.88496107,288.7101509,100.0,Education,14.0,528.7269223999999,4.0,Foot_or_bicycle,Hightech,No,0.0,313.6500885
Pinks,2.0,981.3622098,235660.3068,30-45,107345.097,No,914.5689193,No,Male,After_16:00,0.37250350600000004,0.25031590600000003,7124.0,651.7329482000001,,8507.543183,63.53876018,24.8024995,25.52906086,2.8760000000000003,76160.11792,Yes,518987.2955,5.791650345,720.4077287,,327.12073660000004,80.0,Healthcare,7.0,267.85247069999997,2.0,Public_or_other,Hightech,No,0.0,511.93698600000005
Turquoises,10.0,390.98251560000006,61189.25514,Below_30,17125.58611,No,764.4920446000001,Yes,Male,After_16:00,0.500395319,0.44474961700000004,6784.0,466.89216150000004,69.8600983,5628.822032,662.1713862,52.24000525,21.60768756,3.216,59010.51825,Yes,,8.91754257,469.5037709,33.76788304,130.32750520000002,60.0,Financial,10.0,104.8330454,5.0,Car,Hightech,Yes,0.0,594.6774442000001
Yellows,9.0,,-5152.43755,30-45,890.1613309,Yes,642.9430656000001,Yes,Male,After_16:00,0.359795419,0.858861063,6707.0,519.1691039,0.497123948,2746.042145,910.8160469000001,39.64721384,22.78528262,7.292999999999999,51732.86131,Yes,29162.52739,1.493946922,170.77039380000002,64.25744739999999,-30.17172612,60.0,Financial,8.0,377.0481593,0.0,Car,Services_or_Retail,Yes,0.0,317.2276654
Oranges,1.0,269.0324938,37639.04197,45_and_up,8141.731134999999,Yes,581.9426007999999,Yes,Male,By_16:00,0.6612875579999999,0.7634113290000001,6795.0,275.0976027,44.24058576,4747.350884,106.7983925,55.99586528,16.58606652,5.205,42592.60015,Yes,176161.1579,1.3575176080000002,419.71556789999994,2.197765559,89.67749794,50.0,Other,10.0,253.4009105,1.0,Motorcycle_or_truck,Public_Sector,No,2.0,
